,Rating,Title,Review,Review_Date
166,5.0,"5.0 out of 5 stars
A good choice for upgrade","Nord CE 2 is a decent choice for someone looking to upgrade from an under 15k segment phone. Review after using the 6GB variant for 5 days:Pros:- Decent battery life and excellent charging speed- Smooth performance and display- Comparatively compact and light weight- ""Unofficial"" water resistance (read below)- Design and color is neatCons:- Speaker isn't great- Camera is okayish- Unsure of OS experience in the future, stable and bloat free as of nowDetailed:- Decent battery life and performance. I got around 7 to 8 hrs of screen time from battery at 100% to 20% with normal use with 4G internet (social media, chat, some camera and mobile hotspot tethering at 90HZ display refresh rate). Changing display refresh rate to 60Hz seems to improve battery drain, but 90Hz looks very smooth.- 65W fast charging is great, can charge from 20% to 100% in 30 minutes. Also not much heating during charging.- OS looks clean, some preinstalled apps could be uninstalled or disabled. But surprisingly found 3 file manager apps (of which two can be disabled) and two photos app (OnePlus Gallery and Google Photos app, which can't be uninstalled). Didn't find any bugs or functionality issue, no lags or stuttering. Apps open instantly and work fine. OxygenOS 11.3 with Feb 2022 security patch. I guess a stable Android 11 is better than a buggier Android 12 for most customers. But not sure what will happen from OxygenOS 12 which shares Oppo's ColorOS.- Some heating issue was there on a first day of use, but then got a system update and haven't noticed any heating afterwards.- Saw a rubber seal for the SIM tray, which could mean that there is some degree of water resistance, but there is no official IP rating. Also saw a YouTube video that tests the water resistance and the phone survived 15 min submersion in water. So there seems to be ""unofficial"" water resistance.- Cameras are okayish. Main cam takes good pictures at good lighting, but colors are a bit saturated. In wide angle camera, the exposure and color is less. Photos from selfie cam are a bit soft without any filters or modes. Haven't tested much low light or night photography.- Phone back panel is made of plastic, feels like plastic to touch but the blue color back panel looks really good. Good to hold in hand and use because of comparatively compact and thin size. A smaller bottom chin / bezel would have been better. The case provided is translucent and has a small pattern design (ie its not a plain).Overall it's a good phone to buy, you get some features like headphone jack and expandable memory which is good for people who have been using it from their previous phones.",27 February 2022
167,4.0,"4.0 out of 5 stars
Impressive Performance",The Phone came in great packaging and is really smooth to use.,5 April 2023
168,4.0,"4.0 out of 5 stars
Good",Camera 📸,8 April 2023
169,5.0,"5.0 out of 5 stars
This is my second oneplus mobile",Better than 7T after 2 year of 7t I switched beacuse of budget i got this but i m fully satisfied with this phone,4 June 2023
170,4.0,"4.0 out of 5 stars
Ok",I liked this,29 March 2023
171,4.0,"4.0 out of 5 stars
Good",Good,4 April 2023
172,5.0,"5.0 out of 5 stars
Good",Good,3 June 2023
173,5.0,"5.0 out of 5 stars
One plus",Nice smart phone... Price ke hisab sei smart phone😍,27 May 2023
174,5.0,"5.0 out of 5 stars
All features are good and good mobile.",It's a good product and works very fine.,29 May 2023
175,4.0,"4.0 out of 5 stars
Great budget OnePlus phone",ProsQualityExpandable ramPerformanceBattery charging speed and lifeDaylight cameraSub par night camGreat display and refresh rateConsFront camera is average and feels like Vivo cameraGpu could've been betterNight mode isn't greatWanted less bloatware,12 March 2023
176,4.0,"4.0 out of 5 stars
Average",Thik thak,2 April 2023
177,3.0,"3.0 out of 5 stars
Good",Good Product,27 May 2023
178,3.0,"3.0 out of 5 stars
Ok",Ok,27 May 2023
179,3.0,"3.0 out of 5 stars
Good",Good,30 May 2023
180,5.0,"5.0 out of 5 stars
Great Phone",Great Phone As Per Cost And 5G,Reviewed in India 🇮🇳 on 27 May 2023
181,4.0,"4.0 out of 5 stars
iqoo is better than this about net speed",iqoo is better than this about net speed,Reviewed in India 🇮🇳 on 17 April 2023
182,3.0,"3.0 out of 5 stars
Very good product,Battery low problem only ,",Ok,Reviewed in India 🇮🇳 on 30 May 2023
183,5.0,"5.0 out of 5 stars
BEST IN BUDGET",Good Design & Original Product packaging.,Reviewed in India 🇮🇳 on 29 May 2023
184,5.0,"5.0 out of 5 stars
Good",Really enjoying to have it,Reviewed in India 🇮🇳 on 29 May 2023
185,4.0,"4.0 out of 5 stars
Good phone in this range",Good phone,Reviewed in India 🇮🇳 on 31 March 2023
186,5.0,"5.0 out of 5 stars
Very good device",Awesome phone. OnePlus Never disappoints.,Reviewed in India 🇮🇳 on 25 May 2023
187,5.0,"5.0 out of 5 stars
One plus Nord ce2","It's has amazing features, with one of best camera & outer design.I like this phone.",Reviewed in India 🇮🇳 on 15 May 2023
188,4.0,"4.0 out of 5 stars
Good",Nice,Reviewed in India 🇮🇳 on 29 March 2023
189,5.0,"5.0 out of 5 stars
Very good 👍",This is a good product in price,Reviewed in India 🇮🇳 on 25 May 2023
190,3.0,"3.0 out of 5 stars
Best review","Not to select this mobile anymore as hanging issue, game not playing properly, photo clarity is average.",Reviewed in India 🇮🇳 on 17 May 2023
191,4.0,"4.0 out of 5 stars
Good phone",Camera avargeOverall good,Reviewed in India 🇮🇳 on 1 April 2023
192,4.0,"4.0 out of 5 stars
One plus Nord ce2",Not better mobile than other brands in this price range,Reviewed in India 🇮🇳 on 30 March 2023
193,4.0,"4.0 out of 5 stars
Nice",Ghhh,Reviewed in India 🇮🇳 on 2 April 2023
194,4.0,"4.0 out of 5 stars
Phone is good",Problem with battery. Charges fast but battery back up not great when compared to Samsung.,Reviewed in India 🇮🇳 on 1 April 2023
195,5.0,"5.0 out of 5 stars
Phone was stolen, please help me to find.",Product was good. But Lost/Theft,Reviewed in India 🇮🇳 on 29 May 2023
196,4.0,"4.0 out of 5 stars
Better",,Reviewed in India 🇮🇳 on 1 April 2023
197,5.0,"5.0 out of 5 stars
Very good product",Good camera battery life,Reviewed in India 🇮🇳 on 30 May 2023
198,4.0,"4.0 out of 5 stars
Not for calling","Its not for calling, every single time when you make call or received a call it going to hold or recording or mute or ended, so please don't buy if you want to make phone call with this phone",Reviewed in India 🇮🇳 on 12 March 2023
199,4.0,"4.0 out of 5 stars
Very nice mobile",Very nice mobile but delhivery is  very late about 10 days.,Reviewed in India 🇮🇳 on 24 March 2023
200,3.0,"3.0 out of 5 stars
Problem",Not a good product 😕😞,24 May 2023
201,5.0,"5.0 out of 5 stars
Exalent",All is goodProsecerCemara batteryCondition,22 May 2023
202,5.0,"5.0 out of 5 stars
Many many Best wishes to Amazon.","I like it's touch is so smooth, display quality good, i like it's camera too. Good quality pictures. Network connectivity is  best .",7 May 2023
203,4.0,"4.0 out of 5 stars
Oneplus",Budget phone,27 March 2023
204,3.0,"3.0 out of 5 stars
Camera",Ok ok product,16 May 2023
205,5.0,"5.0 out of 5 stars
Super wonderful colour and design one plus",Super wonderful colour and design one plus,21 May 2023
206,3.0,"3.0 out of 5 stars
Average Phone. So keep average expectations.","Writing the reviews after 3 days of UsageDesign: Phone's design is good looking and decent. The phone sits well in the hands but has to be used with a cover due to its glossy finish at the back. The phone comes with a cover and the screen cover as well. There is one speaker besides the charging point and there's a 3.5mm jack as well. Volume buttons are to the left side and the front camera is placed at the top left corner of the phone.Performance: Good performance. I tried gaming on this phone with high specs and found no issues, no major lags found. Yeah the phone heats up a bit after continuous usage. Continuous calls will heat the phone as well. Heating issues reported on other OnePlus devices are still being noticed here in this phone but not to thay extent, seems that OnePlus has worked on it but not to a greater extent! Apps work smoothly as far as performance is concerned. Unlocking phone is quick. Android 12 could have made this phone a perfect buy, but that's not a deal breaker either as OnePlus has promised a guaranteed 2 year Phone updates and 3 years security updates.Battery: Okayish. If you're a gamer or heavy user like viewing lot of videos etc, you'll have to charge your phone twice a day. For a Average user this phone will get 1 day enough to survive. Battery drains are worked but again not to a great extent. But that is coped up with the 65W charger which as per my real time experiments charged from 0 to 80 in 25 mins not 15 mins claimed by OnePlus. Battey improvements must be done by OnePlus further.Camera: Decent, but not impressive. 64MP is what on the papers but realme sensors work good versus this Phone. Night photos are not sharp as well. Colors are thrown by the AI but still would like to have improvements on the camera perspective. Definitely not the OnePlus benchmark cams for sure.Music, Audio, Video, Display: The speakers are not dobly ones but do the job wonderfully. Enough sound and no issues with video calls. Watching videos and graphics are good, impressed here. Phone will give you two options of 60 hz and 90 hz display rates with 90 as default and this too does the job very well. Scrolling and switching between the apps works smooth.Overall its a decent phone. The issue stands with longetivity of the Mediatek Processor and OnePlus support to this phone. As per my views if you're a gamer, would suggest not to go with this phone. If you're a normal user and charging phone twice a day is not a concern for you, go for it. If you are user having expectations from camera performance, don't go with this phone. If you're a user who wants decent performance and camera, then go for this phone.Will update my reviews ad and when I keep using this phone and find anything.",28 February 2022
207,3.0,"3.0 out of 5 stars
NOT GOOD ............AS EXPECTED  FROM ONEPLUS","PERFORMANCE IS NOT GOOD AS EXPECTED THE BRAND  ONEPLUS , OVERALL GOOD BUT NOT BEST AS COMAPRE TO OTHERS AND MANY LACK FOUND.",12 May 2023
208,5.0,"5.0 out of 5 stars
Love 💖",Nice mobile ☺️ great thank you Amazon,23 May 2023
209,4.0,"4.0 out of 5 stars
Nice product",Tech term : camera and battery life is good,22 March 2023
210,4.0,"4.0 out of 5 stars
Nice phone in this range",The phone is good but have less features.,20 March 2023
211,5.0,"5.0 out of 5 stars
Good",,23 May 2023
212,4.0,"4.0 out of 5 stars
All quality good",Anurag Kumar shakya kunwargaon budaun uttar pradeshVery very nice and good quality products services provideCamera quality good battery quality goodAnd fingerprint scanner good,12 March 2023
213,5.0,"5.0 out of 5 stars
TECNO PHANTOM V FOLD",TECNO PHANTOM V is the most powerful phone in this Price.It has 7.85 inch 2K plus AMOLED Display.16+32 MP Selfie Camera.50+50+13MP Rear Camera.Big 5000 mAh battery with 45w fast Charging and charger comes inbox which is a big surprise as no other phone in this segment has inbox charger.,24 April 2023
214,5.0,"5.0 out of 5 stars
Camara quality is excellent",like,23 May 2023
215,4.0,"4.0 out of 5 stars
Posting after 1 month of use","Well, mobile perform wellCamera- 8/10Processor- 9/10 (for non gamer)Software- 7/10 ( not able to call while on wifi turned on)Charging- 10/10Overall experience is nice.You can go for it",7 March 2023
216,5.0,"5.0 out of 5 stars
N.1",N.1,24 May 2023
217,4.0,"4.0 out of 5 stars
Good",Best phone of this price,23 March 2023
218,5.0,"5.0 out of 5 stars
Worth buying it",Very good phone.,20 May 2023
219,4.0,"4.0 out of 5 stars
Value for money",Excellent mobile...,19 March 2023
220,5.0,"5.0 out of 5 stars
Good",Good,Reviewed in India 🇮🇳 on 24 May 2023
221,5.0,"5.0 out of 5 stars
Product",Nice,Reviewed in India 🇮🇳 on 19 May 2023
222,4.0,"4.0 out of 5 stars
Good",,Reviewed in India 🇮🇳 on 22 March 2023
223,5.0,"5.0 out of 5 stars
Good product",Nice,Reviewed in India 🇮🇳 on 23 May 2023
224,5.0,"5.0 out of 5 stars
Good",Overall good quality,Reviewed in India 🇮🇳 on 21 May 2023
225,5.0,"5.0 out of 5 stars
One plus",Nice product,Reviewed in India 🇮🇳 on 20 May 2023
226,4.0,"4.0 out of 5 stars
Nice",,Reviewed in India 🇮🇳 on 19 March 2023
227,5.0,"5.0 out of 5 stars
Nfc",Nfc not support,Reviewed in India 🇮🇳 on 23 May 2023
228,5.0,"5.0 out of 5 stars
Value for money",Suberpb mobile,Reviewed in India 🇮🇳 on 21 May 2023
229,5.0,"5.0 out of 5 stars
Deepak singh",Good product,Reviewed in India 🇮🇳 on 21 May 2023
230,3.0,"3.0 out of 5 stars
Not met expectations",Camera and display not met expextations not worth for the price.,10 May 2023
231,5.0,"5.0 out of 5 stars
Nice",GoodGood,20 May 2023
232,4.0,"4.0 out of 5 stars
Okay for the budget phone.",Operating system and multitasking is good for the budget phone. Its the 2nd day of usage and seems battery drains a bit faster than I thought (Maybe because I used samsung before that's why I feel it that way) else decent for the budget phone.,3 March 2023
233,4.0,"4.0 out of 5 stars
Camera quality super 👍",,24 March 2023
234,5.0,"5.0 out of 5 stars
A good product in this price range.",A good product in this price range.,22 May 2023
235,3.0,"3.0 out of 5 stars
Nice product",Charging part not ok,8 May 2023
236,5.0,"5.0 out of 5 stars
Nice mobile",Good battery,21 May 2023
237,5.0,"5.0 out of 5 stars
Good",Very good,24 May 2023
238,3.0,"3.0 out of 5 stars
Display quality samsung m32 vs nord ce 2 lite","The media could not be loaded.
                



 Average display quality",7 June 2023
239,5.0,"5.0 out of 5 stars
Go for it",Nice mobile great camera procesorr and battery back up.,11 May 2023
240,5.0,"5.0 out of 5 stars
Smooth & steady",In this cost this might be one of the best phone.,11 May 2023
241,4.0,"4.0 out of 5 stars
Mast",Very good this phone,17 March 2023
242,3.0,"3.0 out of 5 stars
Good phone",Nice camera,9 May 2023
243,3.0,"3.0 out of 5 stars
One'plus",Owsm phone,11 May 2023
244,4.0,"4.0 out of 5 stars
Nice",Thikk hai,24 March 2023
245,2.0,"2.0 out of 5 stars
Android Auto Doesn't Work || UPI Apps don't work on Roaming","Bought it 19 August. Regretting since 20 August.Took me a while to figure out how to start Android Auto by default when plugged into a car (you have to manually enable Android Auto the first time). First time I plugged it in I was in a busy road and was unsure which way to go. The phone just wouldn't pick up Android Auto. I had to manually configure it later on after watching a couple of videos on YT. Since then, whenever I plug it in my car, I keep getting the pop-up that asks me to choose whether I want to ""Use USB to - Charge Only - or Transfer Files/Android Auto - or Transfer Photos"". No matter how many times I select Android Auto, the same thing keeps popping up, and Android Auto DOES NOT WORK. Never faced this problem with my old Redmi Note 5 Pro.When I was roaming outside my home circle (Kolkata) for a few weeks, the following apps didn't work: Zomato, PhonePe, Paytm. I had read before ordering the phone that they don't always optimize apps for non-Snapdragon processors. With its Mediatek Dimensity 900 ""monster of a chipset"", my phone itself turned into a monster and betrayed me when I needed it most. I couldn't order food, and GPay was my only savior for payment through QR code scanning. Only at my room with a wifi, these apps worked. Then when I came back to Kolkata again these apps started working fine.When I drive 550km to my hometown, there are long stretches when there is no network, yet on my previous phone, Android Auto would continue to work as the car/phone was probably following its GPS. I could rely on it. Since purchasing this phone, I don't have the confidence any more that Android Auto will even work in an area with full network, let alone in an area without any.When connected for even 5 minutes on USB to car, the phone heats up. More than once it simply hung up and stopped functioning. The fingerprint sensor often is not able to read the fingerprint.There are pros - the 65W charging is super fast; and the camera is reasonably good (if it weren't on a 25k phone, that would be another star taken away).Overall, I am dissatisfied and disillusioned with the phone. Better to buy a top model Maruti Swift with all features abnd accessories than a lowest model Hyundai Creta with zero features and accessories. For the 25k price range, it's better to go for a Redmi phone with top specs than the lowest end OnePlus phones. I don't know about other OnePlus models but this one is a disaster.Severely disappointed.",8 November 2022
246,4.0,"4.0 out of 5 stars
Exllcent",No,22 March 2023
247,5.0,"5.0 out of 5 stars
🫶🏻","The mobile is best camera, processor all good",13 May 2023
248,3.0,"3.0 out of 5 stars
I'm not satisfied from video quality..","I'm not satisfied from video quality, back looks, and most important delivery boy behaviour...",1 May 2023
249,4.0,"4.0 out of 5 stars
Nice",Superb,23 March 2023
250,4.0,"4.0 out of 5 stars
GO AHEAD ..",CAMERA FOR THIS VALUE OF PHONE AWSOME,Reviewed in India 🇮🇳 on 15 March 2023
251,4.0,"4.0 out of 5 stars
Decent phone at this price","Decent phone at this price, so far liking it it has a decent built, and photos are more of natural that the photos come out the way it is.",Reviewed in India 🇮🇳 on 2 March 2023
252,4.0,"4.0 out of 5 stars
So good",Best Mobile in lowrange,Reviewed in India 🇮🇳 on 18 March 2023
253,5.0,"5.0 out of 5 stars
Camera quality is good",Camera is nice,Reviewed in India 🇮🇳 on 13 May 2023
254,5.0,"5.0 out of 5 stars
oneplus good product","good phone, worh of buying",Reviewed in India 🇮🇳 on 13 May 2023
255,5.0,"5.0 out of 5 stars
Excellent",Does the job! I. Quite impressed with its features. Just go for it.,Reviewed in India 🇮🇳 on 5 May 2023
256,5.0,"5.0 out of 5 stars
Good phone",Like this phone very much.,Reviewed in India 🇮🇳 on 14 May 2023
257,4.0,"4.0 out of 5 stars
Good experience on using this",Battery is little low compared to others,Reviewed in India 🇮🇳 on 14 March 2023
258,5.0,"5.0 out of 5 stars
Mid ranger Flagship.",I got this mobile for ₹ 16999 which was an awesome deal for me. I have rated this phone based on 5 rating points.Delivery- 5/5 was superfast and exchange took place with ease and got offer of extraa ₹3000 discount.Packaging- 5/5 Packaging was awesome by amazon and Oneplus packaging is clean and very good all the documents including Red Cable Membership card got 3 months extended warranty using this.Charging-5/5 65 watt charger is already provided in the box which phone supports very nice move not like other companies. Charging cable is of good quality and charger as well.Looks- 4.5/5 Aesthetic wise its premium with glass back and curved edges and metal frame. camera bump is not very much unusual and gives decent look to phone. Inbox provided cover is of very good quality and looks very good. It feels good to hold and not feel very bulky termed as slimmest oneplus phone. Lower chin is on big side could be a bit smaller.Connectivity-5/5 Total number of 5G band supported is 7 and the phone supports VOWIFI on both sim. It supports dual 5G which I feel is future proof. Bluetooth connectivity is awesome with earbuds. It also supports dual band wifi. Its has got triple slot.O.S-4/5 Only issues is that it runs on Android 11 out of the box but with latest android security update and future update promises. OS is very smooth no lags were found. Always on display is very good. Customization is top notch.Sensor-5/5 It has got all the sensors as required including step counter.Battery-5/5 Charging from 0-100 hardly takes time with in box charger. If AOD is on and little battery consumption is on higher side with 90hz screen. I feel its good with F-amoled display.Screen-5/5 Fell in love with it in display fingerprint scanner is very good and display is bright enough at this price point better than MI phones. Display is immersive. It supports HDR10+ and comes with corning gorilla glass 5.Camera-4/5 Back camera is good with natural light and though struggles in low light.Dark mode does a good job.4K video is supported at 30fps Selfie camera is good with lot of features. No OIS is provided in both the camera. But EIS present.Calling- Its very loud and clear and no issues found.Perfomance-5/5 taking pricing point into consideration its good mid ranger chipset works well with heavy games at medium setting and normal day to day operations are carried out without any lags.GB ram is enough for daily operation.My recommendation is that if you get this phone at ₹20K the its a very good deal without any single thought go for it. However if you are a gamer and want a phone below 20K then you can go for Infinix 5G. However If you want a good camera phone at same price point of this then go for Realme 9 PRO Plus without any thought as camera is excellent for still photos but you will have to compromise with display.,Reviewed in India 🇮🇳 on 27 February 2022
259,4.0,"4.0 out of 5 stars
Good under 20k one plus",Good under 20k one plus,Reviewed in India 🇮🇳 on 15 March 2023
260,4.0,"4.0 out of 5 stars
Good",Good,14 March 2023
261,5.0,"5.0 out of 5 stars
Worth buying",I wanted to review only after using it for sometime. It's been 6 months since I have been using it and it's awesome 😎.  I liked a lot about the picture qualities and its way too good compare to other model with this price. I strongly recommend to go for it if you are looking for a budget friendly one,13 April 2023
262,4.0,"4.0 out of 5 stars
Decent",Camera is decentGood Battery Life,10 March 2023
263,4.0,"4.0 out of 5 stars
Super and everything well battery life very good",Ovarall satisfied,17 March 2023
264,5.0,"5.0 out of 5 stars
Yes",To read on mobile,13 May 2023
265,5.0,"5.0 out of 5 stars
Very nice",Very nice,14 May 2023
266,4.0,"4.0 out of 5 stars
Average phone value for money, camera can be better.",Average phone value for money camera could be better.,13 March 2023
267,5.0,"5.0 out of 5 stars
Worenty",Worenty,13 May 2023
268,4.0,"4.0 out of 5 stars
About delivery person",Delivery person taking 250 rs on cash amountAnd he told that 250 will be add on after 15 days in your order.that is not goodBut product is nice as I wanted.This review is only for not taking extra money to other people that's it.,10 February 2023
269,4.0,"4.0 out of 5 stars
Series ka behtrin mobile",I very like this,15 March 2023
270,3.0,"3.0 out of 5 stars
not value for money",ips display in this price is not worh to buy. camera battery ram optimisation should have been better. xiaomi or realme far better than this. it's over priced by at least 5000.00,22 April 2023
271,5.0,"5.0 out of 5 stars
Good",Good,15 May 2023
272,4.0,"4.0 out of 5 stars
Very nice mobile, camera is awesome 👍","Camera quality is awesome, fingerprint very fast, battery life no long time & little heating problem",2 March 2023
273,5.0,"5.0 out of 5 stars
Best quality","I like it's fast charging,camera clearity, it's touch and digital wellbeing feature also",9 May 2023
274,5.0,"5.0 out of 5 stars
Battery backup is good",It doesn't hang much...a good phone with a medium budget,9 May 2023
275,5.0,"5.0 out of 5 stars
Excellent",Nice,16 May 2023
276,5.0,"5.0 out of 5 stars
Camera",No any,13 May 2023
277,4.0,"4.0 out of 5 stars
Camera","The media could not be loaded.
                



 In this price point having a branded phone are greatfull. Quality of camera are good when you see photoa in another good displayed phone display of this phone little bit poor.",26 February 2023
278,3.0,"3.0 out of 5 stars
Not impressed","Not so impressed,less than expectation",1 May 2023
279,5.0,"5.0 out of 5 stars
best mobile",good and affordable good mobile with best camera and features,7 May 2023
280,5.0,"5.0 out of 5 stars
3rd in this series available",Nice phone but now next version is available,2 May 2023
281,5.0,"5.0 out of 5 stars
Good product","Good product,worth it for the spented Money",1 May 2023
282,3.0,"3.0 out of 5 stars
Camera thik nhi hai",Camera thik nhi h,25 April 2023
283,3.0,"3.0 out of 5 stars
Battery backup",Battery backup not so good,25 April 2023
284,3.0,"3.0 out of 5 stars
Battery performance is loww",Battery draining fastly,26 April 2023
285,5.0,"5.0 out of 5 stars
Smooth experience",OnePlus ui is performing a great experience,30 April 2023
286,5.0,"5.0 out of 5 stars
Awesome 👍",Awesome product value of money 💰💰,3 May 2023
287,5.0,"5.0 out of 5 stars
Battery Cameraqulity so good",Good quality Exalent work,3 May 2023
288,5.0,"5.0 out of 5 stars
Budget friendly",Nice product range ...,5 May 2023
289,5.0,"5.0 out of 5 stars
WONDERFUL QUALITY",GOOD,11 May 2023
290,5.0,"5.0 out of 5 stars
best mobile",very fast and very coll one plus is the best company,Reviewed in India 🇮🇳 on 26 April 2023
291,5.0,"5.0 out of 5 stars
Superb phone",The phone is fantastic,Reviewed in India 🇮🇳 on 6 May 2023
292,4.0,"4.0 out of 5 stars
good product",good product.,Reviewed in India 🇮🇳 on 28 February 2023
293,5.0,"5.0 out of 5 stars
Worth for money this range",Nice mobile,Reviewed in India 🇮🇳 on 4 May 2023
294,5.0,"5.0 out of 5 stars
Good Mobile Phone",Almost Everything Is Ok,Reviewed in India 🇮🇳 on 5 May 2023
295,4.0,"4.0 out of 5 stars
Hang",Hang hota hai,Reviewed in India 🇮🇳 on 2 March 2023
296,4.0,"4.0 out of 5 stars
Good phone for the value of 💵",Good phone for the value of 💵,Reviewed in India 🇮🇳 on 2 March 2023
297,4.0,"4.0 out of 5 stars
Achcha lekin feacher kathin",Fast charging,Reviewed in India 🇮🇳 on 3 March 2023
298,5.0,"5.0 out of 5 stars
Good phone",Really liked the features of one plus. Too good in terms of charging. Fast charging is good. Over all good phone for normal usage.,Reviewed in India 🇮🇳 on 28 April 2023
299,5.0,"5.0 out of 5 stars
Good product fully satisfied",Nice product fully satisfied,Reviewed in India 🇮🇳 on 4 May 2023
300,5.0,"5.0 out of 5 stars
One +phone","Very good feature, good service and on time delivery .Nice Phone",Reviewed in India 🇮🇳 on 25 April 2023
301,5.0,"5.0 out of 5 stars
No cons",This is a superb phone. Everything works as expected. Except that the finger print sensor location is not good. If you just hold the phone your fingers will touch the sensor and it tries to open continuously. Ultimately get locked it. The you need to use screen lock to use the phone.,Reviewed in India 🇮🇳 on 7 April 2023
302,4.0,"4.0 out of 5 stars
Nice phone In my budget..i am very happy on it","The media could not be loaded.
                



 Very nice phone..",Reviewed in India 🇮🇳 on 26 February 2023
303,3.0,"3.0 out of 5 stars
Camara and display is not good",Not recommended,Reviewed in India 🇮🇳 on 17 April 2023
304,5.0,"5.0 out of 5 stars
Complete package",Phone is an all rounder in all aspects. Good move by Oneplus. Photo are also good as the performance of the phone,Reviewed in India 🇮🇳 on 27 April 2023
305,3.0,"3.0 out of 5 stars
Worst camera",🙏don't buy,Reviewed in India 🇮🇳 on 20 April 2023
306,3.0,"3.0 out of 5 stars
nice looking",good,Reviewed in India 🇮🇳 on 18 April 2023
307,3.0,"3.0 out of 5 stars
Not good",Not good,Reviewed in India 🇮🇳 on 18 April 2023
308,3.0,"3.0 out of 5 stars
Average Phone","It's an average oppo phone which gets lable of one plus. If you see at back, it's written on the box. Don't buy in the name of one plus. It's just an average Phone with one plus written on it. It also hangs pretty often",Reviewed in India 🇮🇳 on 25 March 2023
309,5.0,"5.0 out of 5 stars
Awesome 👍",Super quality best product in mid range price,Reviewed in India 🇮🇳 on 1 May 2023
310,3.0,"3.0 out of 5 stars
Good product",Heating issue is there in this phoneBattery also not stay longCamera 🤳 quality is better,9 April 2023
311,5.0,"5.0 out of 5 stars
Mind blowing product and super speed",Camera is GoodTouch sensor is goodSlight Heat on gamingClear soundSuper batteryAllover a gud product,22 April 2023
312,3.0,"3.0 out of 5 stars
Decent at this price","I expected this to come with amoled display at this price, and for a standard company like this, this attracts a lot of scratches on the display. Camera is a big disappointment...",11 April 2023
313,5.0,"5.0 out of 5 stars
Good battery backup and processor is good",Very good phone,28 April 2023
314,5.0,"5.0 out of 5 stars
Brightness very low","Sun brightness, very low",28 April 2023
315,5.0,"5.0 out of 5 stars
Good Model",Good Picture Quality,2 May 2023
316,5.0,"5.0 out of 5 stars
Love ❤",Relly like ❤,2 May 2023
317,3.0,"3.0 out of 5 stars
camera was not good",camera quality was very low,13 April 2023
318,5.0,"5.0 out of 5 stars
Good Quality Decent phone","Handling, voice quality, picture quality is great! Camera is decent but could have been better. Many good features like screen recording along with microphone voice. However, OnePlus dialer is missing and instead Google dialer is used which announces call recording.",9 April 2023
319,4.0,"4.0 out of 5 stars
Osam Phone lovely 😍😍😍😍","The media could not be loaded.
                



 I love it 😍🥳🤩😍😍best phone 18999 price range good camera good photos best",19 February 2023
320,5.0,"5.0 out of 5 stars
Great deal",Good timely delivery,Reviewed in India 🇮🇳 on 2 May 2023
321,4.0,"4.0 out of 5 stars
Cool product!!",No doubt a cool product within this price.,Reviewed in India 🇮🇳 on 16 February 2023
322,4.0,"4.0 out of 5 stars
The phone is extremely 👍.i bought it for 18999/_","The media could not be loaded.
                



 The product is good..working efficiently...",Reviewed in India 🇮🇳 on 21 February 2023
323,5.0,"5.0 out of 5 stars
Very smooth phone 🤳📱","The media could not be loaded.
                



 I will give it 5 star",Reviewed in India 🇮🇳 on 13 May 2023
324,4.0,"4.0 out of 5 stars
Good phone",Looking more discount but let it beIn this range for One + it's goodBrand is matter,Reviewed in India 🇮🇳 on 11 February 2023
325,5.0,"5.0 out of 5 stars
good",exelant,Reviewed in India 🇮🇳 on 15 May 2023
326,5.0,"5.0 out of 5 stars
Amezing service and beautiful products","Good product for new and special person,❤️❤️❤️❤️",Reviewed in India 🇮🇳 on 26 April 2023
327,5.0,"5.0 out of 5 stars
Very good",Good product,Reviewed in India 🇮🇳 on 2 May 2023
328,4.0,"4.0 out of 5 stars
Mujhe bahut achcha Laga yah mobile 😊","The media could not be loaded.
                



 Very good product 🥰🥰🥰",Reviewed in India 🇮🇳 on 21 February 2023
329,4.0,"4.0 out of 5 stars
Good one but camera quality is low",Good one but camera quality is not better as expected. Missing earphone is bad experience.,Reviewed in India 🇮🇳 on 20 February 2023
330,3.0,"3.0 out of 5 stars
Heating issues and camera quality",I have face some issues1. Heating issues2. Below camera quality.,9 April 2023
331,3.0,"3.0 out of 5 stars
Battery",Battery 🔋 Backup is very bad 😔😔,7 April 2023
332,5.0,"5.0 out of 5 stars
Very good 👍",Very good 👍,5 May 2023
333,4.0,"4.0 out of 5 stars
Best",Best deal,22 February 2023
334,4.0,"4.0 out of 5 stars
Thik thak he.",,21 February 2023
335,3.0,"3.0 out of 5 stars
Nice",I like this mobile phone.,9 April 2023
336,5.0,"5.0 out of 5 stars
Value for Money",Only OnePlus mobiles are value for money.No one Claim against OnePlus.,23 April 2023
337,4.0,"4.0 out of 5 stars
Good",Camera quality poor,18 February 2023
338,5.0,"5.0 out of 5 stars
This Phone is very nice phone all performance is v. Best",Phone well all performance best 👍💯,28 April 2023
339,5.0,"5.0 out of 5 stars
Good one","The media could not be loaded.
                



 All features is good 👍",16 May 2023
340,5.0,"5.0 out of 5 stars
Best phone",Best price and best phone,Reviewed in India 🇮🇳 on 24 April 2023
341,5.0,"5.0 out of 5 stars
Very nice phone",Pretty cool in terms of look. Camera is good. Better than my poco x4 pro 5g.,Reviewed in India 🇮🇳 on 17 April 2023
342,5.0,"5.0 out of 5 stars
perfect as expected",As of now all ok,Reviewed in India 🇮🇳 on 28 April 2023
