,Rating,Title,Review,Review_Date
728,4.0,Good,Camera awsmm Happy,8 April 2023
729,3.0,Bad choise,Poor camera quality as compare to samsung..a huge disappointment.,4 June 2023
730,5.0,Awesome camera,Nice,2 June 2023
731,4.0,Value for money,"Good one for the price. Using it for 2 days now. Battery life is more than I expected. Without much usage lasting for almost two days. Good display and smooth functionality. Some times, it flickers in some apps like messages. Don't know why.",21 March 2023
732,4.0,Good product,Good product,9 April 2023
733,5.0,Product was good,Nice mobile,4 June 2023
734,5.0,Hang nahi hota h,,5 June 2023
735,5.0,GREAT MOBILE,AWESOME CAMERAFAST CHARGINGGOOD FEATURESVALUE MONEYNICE DISPLAYGOOD BLUETOOTH CONNECTIVITY,26 May 2023
736,3.0,Technical,Sound is much less even with highest volume,24 May 2023
737,4.0,Good product,Like,4 April 2023
738,3.0,Nice phone,In this price it is a nice phone.,26 May 2023
739,3.0,Battery,Battery capacity is very low average,1 June 2023
740,4.0,Good phone,Camera avargeOverall good,1 April 2023
741,4.0,One plus Nord ce2,Not better mobile than other brands in this price range,30 March 2023
742,4.0,Nice,Ghhh,2 April 2023
743,4.0,Phone is good,Problem with battery. Charges fast but battery back up not great when compared to Samsung.,1 April 2023
744,5.0,"Phone was stolen, please help me to find.",Product was good. But Lost/Theft,29 May 2023
745,4.0,Better,,1 April 2023
746,5.0,Very good product,Good camera battery life,30 May 2023
747,4.0,Not for calling,"Its not for calling, every single time when you make call or received a call it going to hold or recording or mute or ended, so please don't buy if you want to make phone call with this phone",12 March 2023
748,4.0,Very nice mobile,Very nice mobile but delhivery is  very late about 10 days.,24 March 2023
749,4.0,Very nice but batery life is not good,Very Nice,1 April 2023
750,4.0,Battery Life is excellent,wqdwedwed,2 April 2023
751,4.0,Could have been better ......,Camera,31 March 2023
752,4.0,Good some time Hanging,Good some time Hanging,31 March 2023
753,5.0,Amazon is best place of alls purchase,Product is best,29 May 2023
754,5.0,BEST MOBILE,OVERALL SATISFIED,30 May 2023
755,4.0,Nice,Fantastic,30 March 2023
756,5.0,Nice 👍👍,Nice product,27 May 2023
757,4.0,The Smartphone is overall too good,I like all the features as it is a budget phonePros :  Camera  Processor Cons :Here comes the twist it is name as oxygen OS but it is not this is colour os after one week of use you will come to know even if you unlock the phone the ad comesI hate this issue,19 February 2023
758,5.0,Excellent,Ultimate performance,26 May 2023
759,4.0,Touch problem,I am facing touch screen issue,25 March 2023
760,3.0,"It's ok I can't Good phone,","This phone is not that much i thought, just we can say ok, after updating shelf is not working, any many more issues, sometimes laging, after using i am expressing my views, i thought OnePlus is some thing special to operate, camera is good, but if we open camera in what's app worst..",19 April 2023
761,3.0,Not worthy of buying,Purchased it with lots of hope but this phone has many problems inside it.,17 May 2023
762,5.0,SSI,Nice 👍,27 May 2023
763,4.0,Going great...for now,"I received it today. The quality is good. It's apt for gamers or video watchers. It has an expandable 5gb internal RAM. You have to make changes in the basic settings for it to become less technical and more usage friendly, like keypad. Battery is not draining fast but charges fast. The adapter is gigantic and travelers would need extra space for it. Adjusting to the sim tray and external memory or sim option could prove challenging. Bluetooth sound with wireless Samsung neck band wasn't so great. Sound vibrates while taking a video call. You should lower it to avoid spoiling the speakers. Not comfortable to carry with you while doing a workout. The phone came with a transparent cover.",11 January 2023
764,5.0,It's worth the money,"Well, wherever I have looked at the review of this phone, I have came across a lot of bad mouthing for sure - especially in comparison to the phones from Realme or Xiaomi.What I felt the reason for that is, the 1+ branding. People are judging this phone based on the brand image of 1+ and the expectations are pretty high. But if you consider this one from the standpoint of pure pricing, I think you'll find yourself on some reasonable ground.Reasons for me to go with this one -1) Needed good RAM and internal memory.2) Pretty good Camera performance was needed. (Stock camera app is not great, so side loaded G cam & desired result has been achieved)3) Needed clean UI. Cannot tolerate advertising and bloatwares. (Biggest reason for me to not go for Xiaomi or Realme)4) Guaranteed 2 upcoming Android updates and security updates for 3 years.5) Very good battery, with ultra fast 33W charging.Not a gamer. So didn't care for that aspect.Occasion reading will be done on the phone. Good display in that aspect. 90Hz or 120Hz doesn't personally make a difference to me. So...Call quality (clear quality & no drops, good Bluetooth TWS connections) is good.I am such a user, who do not go in to the minute details when using a phone. A phone serves these above said purposes for me. I do not care if the fingerprint reader has a 0.1 micro second delay that some other brand!! So, this one ticks all the boxes.To make my POV clear, I am someone who do not find sense in spending huge amount of money on a 6 inch phone, which you will use for YouTube and Instagram. But at the same time I am someone who will favour paying good money on productive devices like an iPad or a MacBook depending on the utility of the same. It all boils down to what you want out of the device. Do not follow the crowd. Choose as per your UTILITY.",16 December 2022
765,5.0,good,No.1,27 May 2023
766,5.0,Bhyankar phone ba,Maja ma,29 May 2023
767,3.0,Not so good,It doesn't worth it 😞,15 May 2023
768,5.0,Mobil,Is goool,24 May 2023
769,5.0,Mom's loving it!,"It's a good one for the price. Amazing for mothers who are not always on the phone. Nevertheless, she loves it. Thank you, guys! :)",13 May 2023
770,5.0,Exalent,All is goodProsecerCemara batteryCondition,22 May 2023
771,5.0,Many many Best wishes to Amazon.,"I like it's touch is so smooth, display quality good, i like it's camera too. Good quality pictures. Network connectivity is  best .",7 May 2023
772,4.0,Great budget OnePlus phone,ProsQualityExpandable ramPerformanceBattery charging speed and lifeDaylight cameraSub par night camGreat display and refresh rateConsFront camera is average and feels like Vivo cameraGpu could've been betterNight mode isn't greatWanted less bloatware,12 March 2023
773,4.0,Oneplus,Budget phone,27 March 2023
774,3.0,Camera,Ok ok product,16 May 2023
775,5.0,Super wonderful colour and design one plus,Super wonderful colour and design one plus,21 May 2023
776,3.0,Average Phone. So keep average expectations.,"Writing the reviews after 3 days of UsageDesign: Phone's design is good looking and decent. The phone sits well in the hands but has to be used with a cover due to its glossy finish at the back. The phone comes with a cover and the screen cover as well. There is one speaker besides the charging point and there's a 3.5mm jack as well. Volume buttons are to the left side and the front camera is placed at the top left corner of the phone.Performance: Good performance. I tried gaming on this phone with high specs and found no issues, no major lags found. Yeah the phone heats up a bit after continuous usage. Continuous calls will heat the phone as well. Heating issues reported on other OnePlus devices are still being noticed here in this phone but not to thay extent, seems that OnePlus has worked on it but not to a greater extent! Apps work smoothly as far as performance is concerned. Unlocking phone is quick. Android 12 could have made this phone a perfect buy, but that's not a deal breaker either as OnePlus has promised a guaranteed 2 year Phone updates and 3 years security updates.Battery: Okayish. If you're a gamer or heavy user like viewing lot of videos etc, you'll have to charge your phone twice a day. For a Average user this phone will get 1 day enough to survive. Battery drains are worked but again not to a great extent. But that is coped up with the 65W charger which as per my real time experiments charged from 0 to 80 in 25 mins not 15 mins claimed by OnePlus. Battey improvements must be done by OnePlus further.Camera: Decent, but not impressive. 64MP is what on the papers but realme sensors work good versus this Phone. Night photos are not sharp as well. Colors are thrown by the AI but still would like to have improvements on the camera perspective. Definitely not the OnePlus benchmark cams for sure.Music, Audio, Video, Display: The speakers are not dobly ones but do the job wonderfully. Enough sound and no issues with video calls. Watching videos and graphics are good, impressed here. Phone will give you two options of 60 hz and 90 hz display rates with 90 as default and this too does the job very well. Scrolling and switching between the apps works smooth.Overall its a decent phone. The issue stands with longetivity of the Mediatek Processor and OnePlus support to this phone. As per my views if you're a gamer, would suggest not to go with this phone. If you're a normal user and charging phone twice a day is not a concern for you, go for it. If you are user having expectations from camera performance, don't go with this phone. If you're a user who wants decent performance and camera, then go for this phone.Will update my reviews ad and when I keep using this phone and find anything.",28 February 2022
777,3.0,NOT GOOD ............AS EXPECTED  FROM ONEPLUS,"PERFORMANCE IS NOT GOOD AS EXPECTED THE BRAND  ONEPLUS , OVERALL GOOD BUT NOT BEST AS COMAPRE TO OTHERS AND MANY LACK FOUND.",12 May 2023
778,5.0,Love 💖,Nice mobile ☺️ great thank you Amazon,23 May 2023
779,4.0,Nice product,Tech term : camera and battery life is good,22 March 2023
780,5.0,Quality,Good phoneValue for moneyFast charge,20 May 2023
781,5.0,Very Nice,Good Future,22 May 2023
782,5.0,Awesome,Very nice phone,21 May 2023
783,5.0,Worth expectation,Overall nice product,22 May 2023
784,4.0,Good phone,Good,26 March 2023
785,4.0,Camera,according to the price the camera quality is low at night,16 March 2023
786,5.0,i purchase twice in my family,I think it was the best product in the range of 15-20k with excellent features.,14 May 2023
787,4.0,Best camera Quality,Good and nice camera 🎥 😊,19 March 2023
788,4.0,Good in mid range,Camera quality is good but comparison with realme 9 pro 5g it's behind.,21 March 2023
789,5.0,Saikh,Good product..,24 May 2023
790,4.0,Nice phone in this range,The phone is good but have less features.,20 March 2023
791,5.0,Good,,23 May 2023
792,4.0,All quality good,Anurag Kumar shakya kunwargaon budaun uttar pradeshVery very nice and good quality products services provideCamera quality good battery quality goodAnd fingerprint scanner good,12 March 2023
793,5.0,TECNO PHANTOM V FOLD,TECNO PHANTOM V is the most powerful phone in this Price.It has 7.85 inch 2K plus AMOLED Display.16+32 MP Selfie Camera.50+50+13MP Rear Camera.Big 5000 mAh battery with 45w fast Charging and charger comes inbox which is a big surprise as no other phone in this segment has inbox charger.,24 April 2023
794,5.0,Camara quality is excellent,like,23 May 2023
795,4.0,Posting after 1 month of use,"Well, mobile perform wellCamera- 8/10Processor- 9/10 (for non gamer)Software- 7/10 ( not able to call while on wifi turned on)Charging- 10/10Overall experience is nice.You can go for it",7 March 2023
796,5.0,N.1,N.1,24 May 2023
797,4.0,Good,Best phone of this price,23 March 2023
798,5.0,Worth buying it,Very good phone.,20 May 2023
799,4.0,Value for money,Excellent mobile...,19 March 2023
800,5.0,Good,Good,24 May 2023
801,5.0,Product,Nice,19 May 2023
802,4.0,Good,,22 March 2023
803,5.0,Good product,Nice,23 May 2023
804,5.0,Good,Overall good quality,21 May 2023
805,5.0,One plus,Nice product,20 May 2023
806,4.0,Nice,,19 March 2023
807,5.0,Nfc,Nfc not support,23 May 2023
808,5.0,Value for money,Suberpb mobile,21 May 2023
809,5.0,Deepak singh,Good product,21 May 2023
810,3.0,Not met expectations,Camera and display not met expextations not worth for the price.,10 May 2023
811,5.0,Nice,GoodGood,20 May 2023
812,4.0,Okay for the budget phone.,Operating system and multitasking is good for the budget phone. Its the 2nd day of usage and seems battery drains a bit faster than I thought (Maybe because I used samsung before that's why I feel it that way) else decent for the budget phone.,3 March 2023
813,4.0,Camera quality super 👍,,24 March 2023
814,5.0,A good product in this price range.,A good product in this price range.,22 May 2023
815,3.0,Nice product,Charging part not ok,8 May 2023
816,5.0,Nice mobile,Good battery,21 May 2023
817,5.0,Good,Very good,24 May 2023
818,3.0,Display quality samsung m32 vs nord ce 2 lite,"The media could not be loaded.
                



 Average display quality",7 June 2023
819,5.0,Go for it,Nice mobile great camera procesorr and battery back up.,11 May 2023
820,5.0,Smooth & steady,In this cost this might be one of the best phone.,11 May 2023
821,4.0,Mast,Very good this phone,17 March 2023
822,3.0,Good phone,Nice camera,9 May 2023
823,3.0,One'plus,Owsm phone,11 May 2023
824,4.0,Nice,Thikk hai,24 March 2023
825,2.0,Android Auto Doesn't Work || UPI Apps don't work on Roaming,"Bought it 19 August. Regretting since 20 August.Took me a while to figure out how to start Android Auto by default when plugged into a car (you have to manually enable Android Auto the first time). First time I plugged it in I was in a busy road and was unsure which way to go. The phone just wouldn't pick up Android Auto. I had to manually configure it later on after watching a couple of videos on YT. Since then, whenever I plug it in my car, I keep getting the pop-up that asks me to choose whether I want to ""Use USB to - Charge Only - or Transfer Files/Android Auto - or Transfer Photos"". No matter how many times I select Android Auto, the same thing keeps popping up, and Android Auto DOES NOT WORK. Never faced this problem with my old Redmi Note 5 Pro.When I was roaming outside my home circle (Kolkata) for a few weeks, the following apps didn't work: Zomato, PhonePe, Paytm. I had read before ordering the phone that they don't always optimize apps for non-Snapdragon processors. With its Mediatek Dimensity 900 ""monster of a chipset"", my phone itself turned into a monster and betrayed me when I needed it most. I couldn't order food, and GPay was my only savior for payment through QR code scanning. Only at my room with a wifi, these apps worked. Then when I came back to Kolkata again these apps started working fine.When I drive 550km to my hometown, there are long stretches when there is no network, yet on my previous phone, Android Auto would continue to work as the car/phone was probably following its GPS. I could rely on it. Since purchasing this phone, I don't have the confidence any more that Android Auto will even work in an area with full network, let alone in an area without any.When connected for even 5 minutes on USB to car, the phone heats up. More than once it simply hung up and stopped functioning. The fingerprint sensor often is not able to read the fingerprint.There are pros - the 65W charging is super fast; and the camera is reasonably good (if it weren't on a 25k phone, that would be another star taken away).Overall, I am dissatisfied and disillusioned with the phone. Better to buy a top model Maruti Swift with all features abnd accessories than a lowest model Hyundai Creta with zero features and accessories. For the 25k price range, it's better to go for a Redmi phone with top specs than the lowest end OnePlus phones. I don't know about other OnePlus models but this one is a disaster.Severely disappointed.",8 November 2022
826,4.0,Exllcent,No,22 March 2023
827,5.0,🫶🏻,"The mobile is best camera, processor all good",13 May 2023
828,3.0,I'm not satisfied from video quality..,"I'm not satisfied from video quality, back looks, and most important delivery boy behaviour...",1 May 2023
829,4.0,Nice,Superb,23 March 2023
830,4.0,Blurr pixel when zooming,Blurr pixel,24 March 2023
831,3.0,Mobile is not working well.,Mobile leaves internet network as well as other network also and show on screen service is unreachable again and again. Then I have to restart the cell again and again. As a result many messages of missed calls are found in inbox.,13 April 2023
832,4.0,Okay product,One plus no more like before. Okay product for money not happy with oxygen os.,15 March 2023
833,5.0,Value for money,It's a good product in low price,16 May 2023
834,5.0,Best,Value of money,25 May 2023
835,3.0,Touch awesome,"Am writing this review after two months useageProCharging time and battery backupTouch screen and speedConsCamera is not upto the mark and touch sensor is not goodOverall, for this price could be even better",14 April 2023
836,5.0,Camera quality is best,Excellent performance and features of in this range,13 May 2023
837,4.0,Good,Good...phone,7 April 2023
838,5.0,Looking awesome must buy,Nice futures and working asume,14 May 2023
839,4.0,Screen Hang and camera quality is not upto mark,Screen gets hang sometimes and camera quality is not satisfactory,17 March 2023
840,5.0,Nice phone,Good phone from OnePlus,16 May 2023
841,4.0,Setting phone icon as default,"If I set phone as default, I am unable to attend the call, whereas if Truecaller is set as default, it is working.",4 March 2023
842,5.0,Brand,Excellent MobileAg,12 May 2023
843,5.0,It's a very nice phone & value for money,I like it very much,13 May 2023
844,5.0,Awesome,Best mobile in budget,13 May 2023
845,4.0,Average cacharging speed very faster and draining also same speed,Battery backup very poor nd camera quality also,10 March 2023
846,4.0,More expectation less satisfaction,overall good Within this range of price. Don't expect fingerprint sensor to be perfect.,9 March 2023
847,3.0,Pedicure while in use,The product several windows while a person is using. The screen is sensitive and even can open a window by the touch of ear. The screen does not go dark while it is in use.,15 April 2023
848,5.0,Nice product but this phone is very smoothly working ❣️🌹💗,Good working this phone I'm very haapy 😁😊😁😁😊♥️❣️🌹🌺🌹,11 May 2023
849,5.0,Osome,Worth of money 😁,13 May 2023
850,4.0,Nice phon,Nice,15 March 2023
851,4.0,Camera is not good.. specially when we zoom it,Camera is not good,18 March 2023
852,5.0,Nice,Good,19 May 2023
853,5.0,Good phone in this budget,"Good phone in this budget, I purchased during summer sale so i got good discount on it. Smooth in running and camera quality is also good.",7 May 2023
854,4.0,Nice,Nice,13 March 2023
855,4.0,How to upgrade oxygen OS version,I like it,12 March 2023
856,4.0,7,Ok good,16 March 2023
857,5.0,Valu of money,Valu of money,14 May 2023
858,4.0,5g experiance is too good..,It was good experence to shoping with amazon...my phone ie one plus is very nice ...5g experience is very good..Thanks Amazon team..,25 February 2023
859,5.0,Excellent quality,Excellent quality,14 May 2023
860,3.0,not value for money,ips display in this price is not worh to buy. camera battery ram optimisation should have been better. xiaomi or realme far better than this. it's over priced by at least 5000.00,22 April 2023
861,5.0,Good,Good,15 May 2023
862,4.0,"Very nice mobile, camera is awesome 👍","Camera quality is awesome, fingerprint very fast, battery life no long time & little heating problem",2 March 2023
863,5.0,Best quality,"I like it's fast charging,camera clearity, it's touch and digital wellbeing feature also",9 May 2023
864,5.0,Battery backup is good,It doesn't hang much...a good phone with a medium budget,9 May 2023
865,5.0,Excellent,Nice,16 May 2023
866,5.0,Camera,No any,13 May 2023
867,4.0,Camera,"The media could not be loaded.
                



 In this price point having a branded phone are greatfull. Quality of camera are good when you see photoa in another good displayed phone display of this phone little bit poor.",26 February 2023
868,3.0,Not impressed,"Not so impressed,less than expectation",1 May 2023
869,5.0,best mobile,good and affordable good mobile with best camera and features,7 May 2023
870,3.0,This is okay phone,This mobile is working perfectly without lag but as per as it's price it is way behind then other mobile phones from different brands.,20 April 2023
871,5.0,Good,Battery backup good camera quality good affordable money,11 May 2023
872,5.0,Osm mobile,"Good camera ,battery bacup is good, overall nice mobile",10 May 2023
873,4.0,Ok,"The media could not be loaded.
                



 No",20 March 2023
874,3.0,Phone hang issue,Phone hang issue whenever get any call on mobileNot very much user friendly.My experience is very bad for one pluse.,20 April 2023
875,5.0,Refunded ..as received defective product....super amazon great service....,Battery draining very fast,19 May 2023
876,5.0,Most liked 5G phone,"Using from last two months, overall feel positive in all aspects. Camera, processor, 5g network signal 🚦, etc are giving decent response as expected from one plus..",29 April 2023
877,3.0,Nice,Product is nice,4 May 2023
878,3.0,Super,Super cute,5 May 2023
879,3.0,Hanging Many time,Mobile is not worthy. It's very laging and stuck in between process. I don't assume this type of quality from one plus.,22 April 2023
880,3.0,Pattern visibility,The password grid pattern is visible and there is no option to turn off pattern visibility. Hope company takes care of it and update software,20 April 2023
881,4.0,one plus fan club,nyc model21,8 March 2023
882,5.0,best ph for gift,i purchased this ph on 6april to my father for his birthday he is very happy because this ph is working good till now,27 April 2023
883,4.0,Nice,Nice,9 March 2023
884,4.0,Battery low capacity,Battery get charge down very much. Rest of things are okay,5 March 2023
885,5.0,Budget phon,This phon is very lite waight,10 May 2023
886,4.0,Good phone under 20k,An all round performance phone,14 March 2023
887,4.0,Average phone,,10 March 2023
888,5.0,Good product,Very good product,12 May 2023
889,5.0,Good,Nice work 👍,10 May 2023
890,4.0,very nice,superb quality but camera lacks,14 March 2023
891,4.0,One plus Nord ce 2 lite,Everything is perfect trust me just the front camera is little dissatisfied.nothing just the exposure is bit more .sometimes it takes super good photo sometimes not.otherwish rear camera is the best.i would say do not trust on youtuber reviews and all..the phone is very good as this price range.The look of the phone is 10 on 10.very premium look.,18 January 2023
892,5.0,Good,What to say about one plus. Best brand for those who can not afford Apple,6 May 2023
893,5.0,Very good,Mast fon..i m happy thank you Amazon 🙏,3 May 2023
894,5.0,Super product,"Amazing phone, with latest updated features in the best price.",30 April 2023
895,3.0,Camera quality is very bad,Worst camera of OnePlus mobile ever.,25 April 2023
896,4.0,value for mony is not good.,You can get many more best  phones under this price.,27 February 2023
897,5.0,Good,Good product,10 May 2023
898,5.0,Best phone,"The phone is good but the phone would have been great if it had an AMOLED display.  But because of the good performance in this phone, the phone is number one among all phones.  The camera quality is good which takes better photos than other phones.thanks oneplus.",8 April 2023
899,3.0,Ok phone,Phone is ok in terms of performance. Network based Calling has issue and fails many times hence need to switch to whatsapp calling. Camera is good in this price range.,13 April 2023
900,5.0,3rd in this series available,Nice phone but now next version is available,2 May 2023
901,5.0,Good product,"Good product,worth it for the spented Money",1 May 2023
902,3.0,Camera thik nhi hai,Camera thik nhi h,25 April 2023
903,3.0,Battery backup,Battery backup not so good,25 April 2023
904,3.0,Battery performance is loww,Battery draining fastly,26 April 2023
905,5.0,Smooth experience,OnePlus ui is performing a great experience,30 April 2023
906,5.0,Awesome 👍,Awesome product value of money 💰💰,3 May 2023
907,5.0,Battery Cameraqulity so good,Good quality Exalent work,3 May 2023
908,5.0,Budget friendly,Nice product range ...,5 May 2023
909,5.0,WONDERFUL QUALITY,GOOD,11 May 2023
910,5.0,Owsm,Mobile is beautiful like and deliver to good and timely,26 April 2023
911,4.0,Nice,I don't know till when it will work properly but initially it is not creating any issue while using it!!,25 February 2023
912,5.0,Honest review,This phone is good but ...has some heating issues but overall its ready to be ur first oneplus or ur even ur first phone.,17 April 2023
913,3.0,Mute while calling,While calling there is a problem.automatically call goes on mute.,19 April 2023
914,5.0,Best in market,I am very happy after using it. Worth its price,27 April 2023
915,5.0,Good product a1,Genuine condition,6 May 2023
916,5.0,Go for it ! Best in its range !,Good experience till now. Best in this segment. Recommended.,28 April 2023
917,4.0,Satisfactory according to price,Little Heating Issue.Features are HandyCamera could be better,20 February 2023
918,4.0,Ok,Very Good,25 February 2023
919,5.0,Phone lights weight & faster,This price amazing phone quality superb 👌Mid range budget u buy,25 April 2023
920,3.0,Good product,Heating issue is there in this phoneBattery also not stay longCamera 🤳 quality is better,9 April 2023
921,5.0,Mind blowing product and super speed,Camera is GoodTouch sensor is goodSlight Heat on gamingClear soundSuper batteryAllover a gud product,22 April 2023
922,3.0,Decent at this price,"I expected this to come with amoled display at this price, and for a standard company like this, this attracts a lot of scratches on the display. Camera is a big disappointment...",11 April 2023
923,5.0,Good battery backup and processor is good,Very good phone,28 April 2023
924,5.0,Brightness very low,"Sun brightness, very low",28 April 2023
925,5.0,Good Model,Good Picture Quality,2 May 2023
926,5.0,Love ❤,Relly like ❤,2 May 2023
927,3.0,camera was not good,camera quality was very low,13 April 2023
928,5.0,Good Quality Decent phone,"Handling, voice quality, picture quality is great! Camera is decent but could have been better. Many good features like screen recording along with microphone voice. However, OnePlus dialer is missing and instead Google dialer is used which announces call recording.",9 April 2023
929,4.0,Osam Phone lovely 😍😍😍😍,"The media could not be loaded.
                



 I love it 😍🥳🤩😍😍best phone 18999 price range good camera good photos best",19 February 2023
930,5.0,Brand ki baat hai esse aache products hai es price pe,Pr kisi ko brand dikhana hai to best one you can get go for it,22 April 2023
931,5.0,ं,बहुत ही अच्छा,30 April 2023
932,5.0,Good experience,Good experience,29 April 2023
933,5.0,Good 👍,Good quality of your service,30 April 2023
934,4.0,Good mobile under 20k,"Good phone, fast charging, no lag while gaming. Overall good for me.",11 February 2023
935,5.0,सुंदर!,सर्वोत्म सेवा,1 May 2023
936,5.0,Nyc Phone,"If you searching for budget phone with good features, you please go for it.",21 April 2023
937,4.0,Phone Average the money,Good phone quality in under 20k thanks darshita seller and Amazon,13 February 2023
938,5.0,Best buy,Worth it,29 April 2023
939,5.0,Good,Good,1 May 2023
940,5.0,Great deal,Good timely delivery,2 May 2023
941,4.0,Cool product!!,No doubt a cool product within this price.,16 February 2023
942,4.0,The phone is extremely 👍.i bought it for 18999/_,"The media could not be loaded.
                



 The product is good..working efficiently...",21 February 2023
943,5.0,Very smooth phone 🤳📱,"The media could not be loaded.
                



 I will give it 5 star",13 May 2023
944,4.0,Good phone,Looking more discount but let it beIn this range for One + it's goodBrand is matter,11 February 2023
945,5.0,good,exelant,15 May 2023
946,5.0,Amezing service and beautiful products,"Good product for new and special person,❤️❤️❤️❤️",26 April 2023
947,5.0,Very good,Good product,2 May 2023
948,4.0,Mujhe bahut achcha Laga yah mobile 😊,"The media could not be loaded.
                



 Very good product 🥰🥰🥰",21 February 2023
949,4.0,Good one but camera quality is low,Good one but camera quality is not better as expected. Missing earphone is bad experience.,20 February 2023
950,5.0,Good,It's Worth,30 April 2023
951,5.0,Good,,1 May 2023
952,5.0,4,Very nice,28 April 2023
953,5.0,Nice Product Overall,Very Good And Excellant Product in this Budget. Worth it.,24 April 2023
954,5.0,❤️,Super ❤️,29 April 2023
955,4.0,Good for my side,Great,27 February 2023
956,3.0,Okay product,Got issue with speakers,11 April 2023
957,5.0,Best deal,Brand of the product are best of the best,23 April 2023
958,4.0,Nice,"The media could not be loaded.
                



 Nice",22 February 2023
959,4.0,Nice,Good product,27 February 2023
960,5.0,Best phone,Best price and best phone,24 April 2023
961,5.0,Very nice phone,Pretty cool in terms of look. Camera is good. Better than my poco x4 pro 5g.,17 April 2023
962,5.0,perfect as expected,As of now all ok,28 April 2023
963,5.0,Eastern best oneplus is the best,Oneplus oneplus is the best I am very impressed and memory card and camera is very useful,14 April 2023
964,4.0,NICE PHONE WITH NICE FEATURES BUT BATTERY & BRIGHTNESS SHOULD BE MORE BETTER,"I was searching a smartphone in 25-30k segment checked lot of phones but could not find a good phone with on screen FPS and dedicated sim/MC slot suddenly I checked on google that 1+ is also launching the phones with these features and then I watched an unboxing video and decided to buy this phone the brightness of the display and battery should be more good so it will be definitely more awesome but as per performance and brand of 1+ phone is good in 23000 (including cards discount) the antutu is about to 5lac when the antutu of iphone 12 (Rs 42k cost) is 6.25 lac so this deal is not bad, but if you are planing to buy so just check the phone at the showroom or on ytube.",7 November 2022
965,5.0,All is good,Good,29 April 2023
966,5.0,Best features,Best 👌,28 April 2023
967,5.0,Amazing,Superb,25 April 2023
968,4.0,Ok,Good,18 February 2023
969,4.0,Good phnone,Good qualityGood camera,15 February 2023
970,3.0,Battery life is low,5g speed is low not Any difference 4g and 5g,1 April 2023
971,5.0,Good quality,Like it,27 April 2023
972,4.0,Quality nd work,It is good working too fast impressive,13 February 2023
973,5.0,Good,Good,25 April 2023
974,5.0,Ultimate,Nice product,24 April 2023
975,4.0,Worest battery life,Mobile okay... But chargeing minus point ...,11 February 2023
976,5.0,Good job,Good job oneplus,26 April 2023
977,5.0,Great experience,👍,28 April 2023
978,5.0,Ok,Good,27 April 2023
979,5.0,Camera quality best,,25 April 2023
980,3.0,Very very bad experience,"The media could not be loaded.
                



 Delivery person extra charge Rs 700Phone automatically video call while on phoneQuality is too badIt's not an one plus. Pls give my old motorola phone back and take new phoneSound quality is very bad.Pls no compromise give my old phone back. That is far enough good phone if I compare with  this phone",13 March 2023
981,5.0,Nice,Nice,25 April 2023
982,5.0,Very nice product,Thank you Amazon,29 April 2023
983,3.0,"It's ok for noal use,overall we don't like this phone","It's ok for noal use,overall we don't like this phone",2 April 2023
984,4.0,Good,Nice,18 February 2023
985,3.0,Camera quality is not good,Camera quality is not good,5 April 2023
986,4.0,Good image,,16 February 2023
987,5.0,5,Good,29 April 2023
988,4.0,Good,Good,18 February 2023
989,3.0,Internet connectivity and call connection is tooo bad,Oneplus need to improve its connectivity.,2 April 2023
990,4.0,Average phone,"I have used 2 one plus phones and i am fond of this brand. My first phone one plus one is still working after  7 years and second is one plus seven, using since 4 years. But i found this phone somewhat compromised.But will edit review after few days.",8 January 2023
991,3.0,Average experience,"Phone is decent. But will be a good choice if the price is less than 14k. Oxygen OS, what made one plus unique is no more there. Other specs are decent. But at this price range better options are there.",11 March 2023
992,3.0,Poor quality 😢,"camera 📷 quality is very much poor,phone brightness is not good ,after update some of its application are missing.",23 March 2023
993,5.0,Best  mobile,Nice mobile.eash to used mobile. Price mobile best,20 April 2023
994,4.0,System working,Simple and great look,14 February 2023
995,4.0,Good Phone (Just Price is Little Higher),"I am writing this review after using 5 Days this phone & 1.5 Month use of Motorola Moto G62.Performance, Camera, Battery Life, functionality of this phone is more & far Better than Moto G62.Pros.  Performance, Battery, Camera, Fast Charging (0-100% Charging in 1 hours & 10 Minutes (this is real data after charging 3 times after purchasing)).Cons.  No Measure Cons.  1- Just Price is Little higher.  2-Just some Software functions like Small Menu Apps Grid (Matrix) Bar, Font Style & Small Font Size looking like Large(That should have to be smaller than given.  There should have to option for the reduction of Small Apps Grid (Matrix) Size.",17 October 2022
996,5.0,good phone..... i love you oneplus,i love oneplus,20 April 2023
997,3.0,Best,Best,6 April 2023
998,4.0,Awesome,I like it,13 February 2023
999,5.0,Nord 2 One plus,Nice phone with speed and comfort,22 April 2023
1000,5.0,Good,First time using this phoneNice experience,19 April 2023
1001,4.0,The OnePlus phone you would never want to buy.,"Not the standard one plus device, provides only the basic stuffs and also lags here and there. The display is not good, camera is decent.. Nothing much to say about the Phone. The most non oneplus phone ever.",7 January 2023
1002,4.0,good,good,11 February 2023
1003,4.0,"Fingerprint not proper working, in at night front camera doesn't take good quality picture.","Fingerprint not proper working, in at night front camera doesn't take good quality picture.",29 January 2023
1004,5.0,Wow just wow!!!,"Wow just WOW man... This is a phone that people should buy under 20000 rupees.. This is OnePlus man the camera, the performance of gaming everything is extremely good... Been using this for 9 months now xD. Highly satisfied ✨😄❤️..",31 March 2023
